file,line,prop,val,mapped,nums_px
src/views/account/commerce/Shop.vue,1678,margin-top,4px,True,[4.0]
src/views/account/commerce/Shop.vue,1728,gap,16px,True,[16.0]
src/views/account/commerce/Shop.vue,1732,margin-top,0,,[]
src/views/account/commerce/Shop.vue,1733,margin-bottom,0,,[]
src/views/account/commerce/Shop.vue,1736,margin-left,0,,[]
src/views/account/commerce/Shop.vue,1739,gap,8px,True,[8.0]
src/views/account/commerce/Shop.vue,1745,gap,0,,[]
src/views/account/commerce/Shop.vue,1746,padding,4px,True,[4.0]
src/views/account/commerce/Shop.vue,1771,padding,0 8px,True,[8.0]
src/views/account/commerce/Shop.vue,1803,padding,8px 16px,True,"[8.0, 16.0]"
src/views/account/commerce/Shop.vue,1896,gap,8px,True,[8.0]
src/views/account/commerce/Shop.vue,1898,padding,0,,[]
src/views/account/commerce/Shop.vue,1899,margin-bottom,8px,True,[8.0]
src/views/account/commerce/Shop.vue,1915,padding,16px,True,[16.0]
src/views/account/commerce/Shop.vue,1917,padding-bottom,64px,True,[64.0]
src/views/account/commerce/Shop.vue,1922,margin-bottom,0,,[]
src/views/account/commerce/Shop.vue,1931,gap,8px,True,[8.0]
src/views/account/commerce/Shop.vue,1937,gap,8px,True,[8.0]
src/views/account/commerce/Shop.vue,1939,padding-top,0,,[]
src/views/account/commerce/Shop.vue,1949,padding-top,0,,[]
src/views/account/commerce/Shop.vue,1959,padding,0 8px,True,[8.0]
src/views/account/commerce/Shop.vue,1980,padding,0,,[]
src/views/account/commerce/Shop.vue,1983,gap,4px,True,[4.0]
src/views/account/commerce/Shop.vue,1991,padding,8px,True,[8.0]
src/views/account/commerce/Shop.vue,2011,padding-top,24px,True,[24.0]
src/views/account/commerce/Shop.vue,2021,gap,4px,True,[4.0]
src/views/account/commerce/Shop.vue,2058,padding,8px 16px,True,"[8.0, 16.0]"
src/views/account/commerce/Shop.vue,2065,gap,8px,True,[8.0]
src/views/account/commerce/Shop.vue,2066,padding,8px 0,True,[8.0]
src/views/account/commerce/Shop.vue,2095,gap,8px,True,[8.0]
src/views/account/commerce/Shop.vue,2111,gap,8px,True,[8.0]
src/views/account/commerce/Shop.vue,2114,padding-right,0,,[]
src/views/account/commerce/Shop.vue,2120,margin-left,auto,,[]
src/views/account/commerce/Shop.vue,2121,gap,4px,True,[4.0]
src/views/account/commerce/Shop.vue,2143,padding,0,,[]
src/views/account/commerce/Shop.vue,2148,padding,0 8px,True,[8.0]
src/views/account/commerce/Payment.vue,1195,padding,0,,[]
src/views/account/commerce/Payment.vue,1205,margin-top,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1206,margin-bottom,24px,True,[24.0]
src/views/account/commerce/Payment.vue,1213,padding,"map.get($spacers, 3)",,[]
src/views/account/commerce/Payment.vue,1227,margin-bottom,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1231,margin,0,,[]
src/views/account/commerce/Payment.vue,1238,margin,0,,[]
src/views/account/commerce/Payment.vue,1245,gap,24px,True,[24.0]
src/views/account/commerce/Payment.vue,1271,padding,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1272,margin-bottom,24px,True,[24.0]
src/views/account/commerce/Payment.vue,1277,margin-bottom,48px,True,[48.0]
src/views/account/commerce/Payment.vue,1287,margin-bottom,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1297,margin-left,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1311,padding,0 8px,True,[8.0]
src/views/account/commerce/Payment.vue,1319,gap,4px,True,[4.0]
src/views/account/commerce/Payment.vue,1334,margin-bottom,4px,True,[4.0]
src/views/account/commerce/Payment.vue,1343,margin-top,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1351,margin,8px 0 8px,True,"[8.0, 8.0]"
src/views/account/commerce/Payment.vue,1355,margin-bottom,4px,True,[4.0]
src/views/account/commerce/Payment.vue,1361,gap,4px,True,[4.0]
src/views/account/commerce/Payment.vue,1375,padding,0 !important,,[]
src/views/account/commerce/Payment.vue,1376,margin-bottom,4px !important,True,[4.0]
src/views/account/commerce/Payment.vue,1382,margin-bottom,0,,[]
src/views/account/commerce/Payment.vue,1384,padding,8px 8px 8px,True,"[8.0, 8.0, 8.0]"
src/views/account/commerce/Payment.vue,1419,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1426,margin-bottom,0,,[]
src/views/account/commerce/Payment.vue,1469,margin,16px 0,True,[16.0]
src/views/account/commerce/Payment.vue,1472,margin,4px 0 8px,True,"[4.0, 8.0]"
src/views/account/commerce/Payment.vue,1476,margin,8px 0 4px,True,"[8.0, 4.0]"
src/views/account/commerce/Payment.vue,1482,margin-top,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1493,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1538,gap,0,,[]
src/views/account/commerce/Payment.vue,1543,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1544,padding,8px 8px,True,"[8.0, 8.0]"
src/views/account/commerce/Payment.vue,1574,margin-right,0,,[]
src/views/account/commerce/Payment.vue,1590,margin-left,auto,,[]
src/views/account/commerce/Payment.vue,1607,gap,4px,True,[4.0]
src/views/account/commerce/Payment.vue,1625,padding,4px 8px 8px,True,"[4.0, 8.0, 8.0]"
src/views/account/commerce/Payment.vue,1642,padding,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1648,margin-right,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1660,margin,0 0 8px,True,[8.0]
src/views/account/commerce/Payment.vue,1666,margin,0,,[]
src/views/account/commerce/Payment.vue,1675,gap,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1676,margin-top,24px,True,[24.0]
src/views/account/commerce/Payment.vue,1677,margin-bottom,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1681,gap,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1686,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1695,padding,8px 24px,True,"[8.0, 24.0]"
src/views/account/commerce/Payment.vue,1712,margin-bottom,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1737,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1741,padding,0 24px,True,[24.0]
src/views/account/commerce/Payment.vue,1786,margin-top,4px,True,[4.0]
src/views/account/commerce/Payment.vue,1842,margin-bottom,16px,True,[16.0]
src/views/account/commerce/Payment.vue,1883,margin-bottom,8px,True,[8.0]
src/views/account/commerce/Payment.vue,1889,margin-bottom,0,,[]
src/views/account/commerce/Payment.vue,1908,padding,24px,True,[24.0]
src/views/account/commerce/Payment.vue,1913,margin-bottom,24px,True,[24.0]
src/views/account/commerce/Payment.vue,1923,margin,0 auto,,[]
src/views/account/commerce/Payment.vue,1936,margin-bottom,16px,True,[16.0]
src/views/account/commerce/Payment.vue,2066,margin-bottom,64px,True,[64.0]
src/views/account/commerce/Payment.vue,2072,padding-bottom,64px,True,[64.0]
src/views/account/commerce/Payment.vue,2075,padding-bottom,64px,True,[64.0]
src/views/account/commerce/Payment.vue,2078,margin-bottom,64px,True,[64.0]
src/views/account/commerce/Payment.vue,2084,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,2118,margin,16px,True,[16.0]
src/views/account/commerce/Payment.vue,2138,padding,0,,[]
src/views/account/commerce/Payment.vue,2161,padding,24px 24px 16px,True,"[24.0, 24.0, 16.0]"
src/views/account/commerce/Payment.vue,2167,margin,0 auto 16px,True,[16.0]
src/views/account/commerce/Payment.vue,2196,margin,0 0 8px,True,[8.0]
src/views/account/commerce/Payment.vue,2203,margin,0 0 24px,True,[24.0]
src/views/account/commerce/Payment.vue,2206,margin-left,auto,,[]
src/views/account/commerce/Payment.vue,2207,margin-right,auto,,[]
src/views/account/commerce/Payment.vue,2214,margin,8px 0 16px,True,"[8.0, 16.0]"
src/views/account/commerce/Payment.vue,2224,margin-top,16px,True,[16.0]
src/views/account/commerce/Payment.vue,2227,padding,8px 16px,True,"[8.0, 16.0]"
src/views/account/commerce/Payment.vue,2233,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,2248,padding,16px 24px 24px,True,"[16.0, 24.0, 24.0]"
src/views/account/commerce/Payment.vue,2250,gap,16px,True,[16.0]
src/views/account/commerce/Payment.vue,2262,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,2401,margin,24px auto 0,True,[24.0]
src/views/account/commerce/Payment.vue,2413,padding,16px 24px,True,"[16.0, 24.0]"
src/views/account/commerce/Payment.vue,2419,margin,0 0 8px,True,[8.0]
src/views/account/commerce/Payment.vue,2426,margin,0,,[]
src/views/account/commerce/Payment.vue,2433,padding,0 16px 16px,True,"[16.0, 16.0]"
src/views/account/commerce/Payment.vue,2434,gap,8px,True,[8.0]
src/views/account/commerce/Payment.vue,2438,padding,8px 0,True,[8.0]
src/views/account/commerce/Payment.vue,2504,gap,4px,True,[4.0]
src/views/account/commerce/Payment.vue,2506,padding,4px 8px,True,"[4.0, 8.0]"
src/views/account/commerce/GiftCardRedeem.vue,110,gap,8px,True,[8.0]
src/views/account/commerce/GiftCardRedeem.vue,122,padding,0,,[]
src/views/account/commerce/GiftCardRedeem.vue,127,padding,16px,True,[16.0]
src/views/account/commerce/GiftCardRedeem.vue,133,gap,8px,True,[8.0]
src/views/account/commerce/GiftCardRedeem.vue,136,margin,0,,[]
src/views/account/commerce/GiftCardRedeem.vue,142,margin-top,8px,True,[8.0]
src/views/account/commerce/GiftCardRedeem.vue,144,gap,8px,True,[8.0]
src/views/account/commerce/GiftCardRedeem.vue,151,padding,0 8px,True,[8.0]
src/views/account/commerce/GiftCardRedeem.vue,159,padding,0 16px,True,[16.0]
src/views/account/commerce/GiftCardRedeem.vue,166,gap,4px,True,[4.0]
src/views/account/support/TicketList.vue,917,padding,0,,[]
src/views/account/support/TicketList.vue,931,padding,16px,True,[16.0]
src/views/account/support/TicketList.vue,950,margin-bottom,16px,True,[16.0]
src/views/account/support/TicketList.vue,955,margin,0,,[]
src/views/account/support/TicketList.vue,963,margin,0,,[]
src/views/account/support/TicketList.vue,999,padding,16px,True,[16.0]
src/views/account/support/TicketList.vue,1006,margin-bottom,16px,True,[16.0]
src/views/account/support/TicketList.vue,1013,padding,0 16px 0 48px,True,"[16.0, 48.0]"
src/views/account/support/TicketList.vue,1074,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,1076,padding,0 16px,True,[16.0]
src/views/account/support/TicketList.vue,1121,padding,8px,True,[8.0]
src/views/account/support/TicketList.vue,1125,padding,16px,True,[16.0]
src/views/account/support/TicketList.vue,1133,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,1148,margin,0,,[]
src/views/account/support/TicketList.vue,1152,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,1167,margin-right,auto,,[]
src/views/account/support/TicketList.vue,1173,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,1186,padding,4px 8px,True,"[4.0, 8.0]"
src/views/account/support/TicketList.vue,1236,padding,16px,True,[16.0]
src/views/account/support/TicketList.vue,1248,margin,0,,[]
src/views/account/support/TicketList.vue,1250,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,1260,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,1267,margin-left,8px,True,[8.0]
src/views/account/support/TicketList.vue,1278,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,1280,padding,8px 8px,True,"[8.0, 8.0]"
src/views/account/support/TicketList.vue,1306,padding,24px,True,[24.0]
src/views/account/support/TicketList.vue,1328,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,1332,padding-bottom,16px,True,[16.0]
src/views/account/support/TicketList.vue,1341,margin,24px 0,True,[24.0]
src/views/account/support/TicketList.vue,1357,padding,4px 8px,True,"[4.0, 8.0]"
src/views/account/support/TicketList.vue,1365,margin,0 8px,True,[8.0]
src/views/account/support/TicketList.vue,1375,margin-bottom,16px,True,[16.0]
src/views/account/support/TicketList.vue,1385,margin-left,10%,,[]
src/views/account/support/TicketList.vue,1410,margin-right,10%,,[]
src/views/account/support/TicketList.vue,1477,margin-left,8px,True,[8.0]
src/views/account/support/TicketList.vue,1484,margin-right,8px,True,[8.0]
src/views/account/support/TicketList.vue,1492,padding,16px 16px,True,"[16.0, 16.0]"
src/views/account/support/TicketList.vue,1506,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,1513,margin-bottom,4px,True,[4.0]
src/views/account/support/TicketList.vue,1552,padding,16px,True,[16.0]
src/views/account/support/TicketList.vue,1558,gap,16px,True,[16.0]
src/views/account/support/TicketList.vue,1568,padding,16px 16px,True,"[16.0, 16.0]"
src/views/account/support/TicketList.vue,1615,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,1617,padding,0 24px,True,[24.0]
src/views/account/support/TicketList.vue,1703,margin-bottom,16px,True,[16.0]
src/views/account/support/TicketList.vue,1716,margin-top,16px,True,[16.0]
src/views/account/support/TicketList.vue,1733,padding,24px,True,[24.0]
src/views/account/support/TicketList.vue,1736,margin-bottom,16px,True,[16.0]
src/views/account/support/TicketList.vue,1858,padding,16px 24px,True,"[16.0, 24.0]"
src/views/account/support/TicketList.vue,1869,margin,0,,[]
src/views/account/support/TicketList.vue,1910,padding,24px,True,[24.0]
src/views/account/support/TicketList.vue,1913,margin-bottom,24px,True,[24.0]
src/views/account/support/TicketList.vue,1918,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,1931,padding,16px 16px,True,"[16.0, 16.0]"
src/views/account/support/TicketList.vue,1973,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,1982,gap,4px,True,[4.0]
src/views/account/support/TicketList.vue,1984,padding,8px 16px,True,"[8.0, 16.0]"
src/views/account/support/TicketList.vue,2045,padding,16px 24px,True,"[16.0, 24.0]"
src/views/account/support/TicketList.vue,2053,gap,16px,True,[16.0]
src/views/account/support/TicketList.vue,2060,padding,0 16px,True,[16.0]
src/views/account/support/TicketList.vue,2078,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,2193,padding,24px,True,[24.0]
src/views/account/support/TicketList.vue,2198,margin-top,16px,True,[16.0]
src/views/account/support/TicketList.vue,2227,padding,24px,True,[24.0]
src/views/account/support/TicketList.vue,2240,padding,48px,True,[48.0]
src/views/account/support/TicketList.vue,2257,margin,16px 0,True,[16.0]
src/views/account/support/TicketList.vue,2269,margin-bottom,24px,True,[24.0]
src/views/account/support/TicketList.vue,2277,padding,16px 24px,True,"[16.0, 24.0]"
src/views/account/support/TicketList.vue,2299,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,2348,padding,24px 0,True,[24.0]
src/views/account/support/TicketList.vue,2351,margin-top,8px,True,[8.0]
src/views/account/support/TicketList.vue,2355,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,2359,margin-bottom,4px,True,[4.0]
src/views/account/support/TicketList.vue,2370,margin-top,0,,[]
src/views/account/support/TicketList.vue,2376,margin-top,0,,[]
src/views/account/support/TicketList.vue,2392,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,2400,padding,0,,[]
src/views/account/support/TicketList.vue,2406,gap,16px,True,[16.0]
src/views/account/support/TicketList.vue,2419,padding,8px,True,[8.0]
src/views/account/support/TicketList.vue,2423,gap,8px,True,[8.0]
src/views/account/support/TicketList.vue,2424,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,2429,padding,8px,True,[8.0]
src/views/account/support/TicketList.vue,2430,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,2434,padding,8px,True,[8.0]
src/views/account/support/TicketList.vue,2438,padding,8px 8px,True,"[8.0, 8.0]"
src/views/account/support/TicketList.vue,2441,margin-bottom,8px,True,[8.0]
src/views/account/support/TicketList.vue,2446,margin-bottom,4px,True,[4.0]
src/views/account/support/TicketList.vue,2458,padding,8px,True,[8.0]
src/views/account/support/TicketList.vue,2462,margin-top,8px,True,[8.0]
src/views/account/support/TicketList.vue,2465,padding,8px,True,[8.0]
src/views/account/support/TicketList.vue,2495,margin,4px 0,True,[4.0]
src/views/account/support/MobileTicketList.vue,204,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,779,padding,0,,[]
src/views/account/support/MobileTicketList.vue,781,padding-bottom,64px,True,[64.0]
src/views/account/support/MobileTicketList.vue,793,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,812,margin-bottom,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,817,margin,0,,[]
src/views/account/support/MobileTicketList.vue,825,margin,0,,[]
src/views/account/support/MobileTicketList.vue,833,padding,0,,[]
src/views/account/support/MobileTicketList.vue,835,margin-bottom,24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,843,margin,0 0 24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,864,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,866,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,906,padding,48px 24px,True,"[48.0, 24.0]"
src/views/account/support/MobileTicketList.vue,912,margin,16px 0,True,[16.0]
src/views/account/support/MobileTicketList.vue,921,margin,16px 0,True,[16.0]
src/views/account/support/MobileTicketList.vue,929,margin-top,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,931,padding,8px 24px,True,"[8.0, 24.0]"
src/views/account/support/MobileTicketList.vue,955,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,972,padding,0,,[]
src/views/account/support/MobileTicketList.vue,974,margin-top,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,976,margin-bottom,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,986,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,988,margin-bottom,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1015,margin-bottom,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1024,margin-right,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1034,padding,4px 8px,True,"[4.0, 8.0]"
src/views/account/support/MobileTicketList.vue,1065,padding-top,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1072,padding-top,0,,[]
src/views/account/support/MobileTicketList.vue,1106,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1116,gap,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1124,margin-top,64px,True,[64.0]
src/views/account/support/MobileTicketList.vue,1137,padding,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1166,margin,0,,[]
src/views/account/support/MobileTicketList.vue,1170,margin-bottom,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1186,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1199,padding,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1223,padding,4px 8px,True,"[4.0, 8.0]"
src/views/account/support/MobileTicketList.vue,1271,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1290,padding,48px 24px,True,"[48.0, 24.0]"
src/views/account/support/MobileTicketList.vue,1296,margin,16px 0,True,[16.0]
src/views/account/support/MobileTicketList.vue,1307,margin,16px 0,True,[16.0]
src/views/account/support/MobileTicketList.vue,1331,padding,48px,True,[48.0]
src/views/account/support/MobileTicketList.vue,1341,margin,16px 0,True,[16.0]
src/views/account/support/MobileTicketList.vue,1346,margin-bottom,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1363,gap,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1365,padding-bottom,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1367,margin-top,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1373,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1444,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1457,margin-bottom,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1482,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1492,gap,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1494,margin-bottom,64px,True,[64.0]
src/views/account/support/MobileTicketList.vue,1507,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1541,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1543,padding,8px 24px,True,"[8.0, 24.0]"
src/views/account/support/MobileTicketList.vue,1598,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1610,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1616,margin-bottom,64px,True,[64.0]
src/views/account/support/MobileTicketList.vue,1652,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1678,padding,24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,1691,margin,0,,[]
src/views/account/support/MobileTicketList.vue,1709,padding,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1730,padding,24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,1741,margin-bottom,24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,1745,margin-bottom,24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,1750,margin-bottom,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1763,padding,16px 16px,True,"[16.0, 16.0]"
src/views/account/support/MobileTicketList.vue,1800,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,1805,padding,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1845,padding,24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,1853,gap,16px,True,[16.0]
src/views/account/support/MobileTicketList.vue,1858,padding,16px 24px,True,"[16.0, 24.0]"
src/views/account/support/MobileTicketList.vue,1897,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,2075,padding,24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,2084,padding,48px,True,[48.0]
src/views/account/support/MobileTicketList.vue,2099,margin,16px 0,True,[16.0]
src/views/account/support/MobileTicketList.vue,2111,margin-bottom,24px,True,[24.0]
src/views/account/support/MobileTicketList.vue,2119,padding,16px 24px,True,"[16.0, 24.0]"
src/views/account/support/MobileTicketList.vue,2141,gap,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,2187,gap,4px,True,[4.0]
src/views/account/support/MobileTicketList.vue,2204,margin-right,4px,True,[4.0]
src/views/account/support/MobileTicketList.vue,2215,padding,16px 0,True,[16.0]
src/views/account/support/MobileTicketList.vue,2221,margin-top,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,2229,margin-bottom,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,2235,margin-bottom,4px,True,[4.0]
src/views/account/support/MobileTicketList.vue,2255,margin-top,0,,[]
src/views/account/support/MobileTicketList.vue,2259,margin-top,8px,True,[8.0]
src/views/account/support/MobileTicketList.vue,2263,gap,8px,True,[8.0]
src/views/account/announcements/AnnouncementList.vue,68,padding,0 0 24px,True,[24.0]
src/views/account/announcements/AnnouncementList.vue,73,gap,16px,True,[16.0]
src/views/account/announcements/AnnouncementList.vue,80,padding,16px,True,[16.0]
src/views/account/announcements/AnnouncementList.vue,86,gap,8px,True,[8.0]
src/views/account/announcements/AnnouncementList.vue,87,margin-bottom,8px,True,[8.0]
src/views/account/announcements/AnnouncementList.vue,90,margin,0,,[]
src/views/account/announcements/AnnouncementList.vue,111,padding,24px,True,[24.0]
src/views/auth/split/ForgotPassword.vue,1994,padding,64px 0,True,[64.0]
src/views/auth/split/ForgotPassword.vue,2028,gap,8px,True,[8.0]
src/views/auth/split/ForgotPassword.vue,2048,padding,48px 48px,True,"[48.0, 48.0]"
src/views/auth/split/ForgotPassword.vue,2054,margin,0 auto,,[]
src/views/auth/split/ForgotPassword.vue,2066,padding,16px,True,[16.0]
src/views/auth/split/ForgotPassword.vue,2068,margin,auto,,[]
src/views/auth/split/ForgotPassword.vue,2080,margin-bottom,24px,True,[24.0]
src/views/auth/split/ForgotPassword.vue,2100,margin-bottom,8px,True,[8.0]
src/views/auth/split/ForgotPassword.vue,2122,margin-bottom,24px,True,[24.0]
src/views/auth/split/ForgotPassword.vue,2168,margin-bottom,16px,True,[16.0]
src/views/auth/split/ForgotPassword.vue,2190,margin-left,4px,True,[4.0]
src/views/auth/split/ForgotPassword.vue,2242,padding,4px,True,[4.0]
src/views/auth/split/ForgotPassword.vue,2266,padding-left,48px,True,[48.0]
src/views/auth/split/ForgotPassword.vue,2286,padding-right,48px,True,[48.0]
src/views/auth/split/ForgotPassword.vue,2360,padding,0 16px,True,[16.0]
src/views/auth/split/ForgotPassword.vue,2374,margin,0,,[]
src/views/auth/split/ForgotPassword.vue,2434,margin-right,4px,True,[4.0]
src/views/auth/split/ForgotPassword.vue,2492,margin-left,8px,True,[8.0]
src/views/auth/split/ForgotPassword.vue,2584,padding,16px 16px,True,"[16.0, 16.0]"
src/views/auth/split/ForgotPassword.vue,2598,margin,0,,[]
src/views/auth/split/ForgotPassword.vue,2650,padding,16px,True,[16.0]
src/views/auth/split/ForgotPassword.vue,2656,margin-top,0,,[]
src/views/auth/split/ForgotPassword.vue,2658,margin-bottom,16px,True,[16.0]
src/views/auth/split/ForgotPassword.vue,2674,margin,16px 0,True,[16.0]
src/views/auth/split/ForgotPassword.vue,2728,margin-top,24px,True,[24.0]
src/views/auth/split/ForgotPassword.vue,2828,gap,8px,True,[8.0]
src/views/auth/split/ForgotPassword.vue,2858,margin-right,8px,True,[8.0]
src/views/auth/split/ForgotPassword.vue,2898,margin-bottom,24px,True,[24.0]
src/views/auth/split/ForgotPassword.vue,2942,padding,16px 0,True,[16.0]
src/views/auth/split/ForgotPassword.vue,2950,padding,24px 16px,True,"[24.0, 16.0]"
src/views/auth/split/ForgotPassword.vue,2952,margin,auto,,[]
src/views/auth/split/ForgotPassword.vue,2960,margin-bottom,24px,True,[24.0]
src/views/auth/split/Register.vue,2518,padding,64px 0,True,[64.0]
src/views/auth/split/Register.vue,2552,gap,8px,True,[8.0]
src/views/auth/split/Register.vue,2572,padding,48px 48px,True,"[48.0, 48.0]"
src/views/auth/split/Register.vue,2578,margin,0 auto,,[]
src/views/auth/split/Register.vue,2590,padding,16px,True,[16.0]
src/views/auth/split/Register.vue,2592,margin,auto,,[]
src/views/auth/split/Register.vue,2604,margin-bottom,24px,True,[24.0]
src/views/auth/split/Register.vue,2621,margin-bottom,8px,True,[8.0]
src/views/auth/split/Register.vue,2641,margin-bottom,24px,True,[24.0]
src/views/auth/split/Register.vue,2687,margin-bottom,16px,True,[16.0]
src/views/auth/split/Register.vue,2719,margin-left,4px,True,[4.0]
src/views/auth/split/Register.vue,2732,margin-left,4px,True,[4.0]
src/views/auth/split/Register.vue,2783,margin,0,,[]
src/views/auth/split/Register.vue,2823,padding,0 4px,True,[4.0]
src/views/auth/split/Register.vue,2845,padding,0 8px,True,[8.0]
src/views/auth/split/Register.vue,2893,padding,0 4px,True,[4.0]
src/views/auth/split/Register.vue,2907,margin-left,8px,True,[8.0]
src/views/auth/split/Register.vue,2997,padding,8px 16px,True,"[8.0, 16.0]"
src/views/auth/split/Register.vue,3115,padding,4px,True,[4.0]
src/views/auth/split/Register.vue,3139,padding-left,48px,True,[48.0]
src/views/auth/split/Register.vue,3159,padding-right,48px,True,[48.0]
src/views/auth/split/Register.vue,3233,padding,0 16px,True,[16.0]
src/views/auth/split/Register.vue,3247,margin,0,,[]
src/views/auth/split/Register.vue,3305,margin-right,4px,True,[4.0]
src/views/auth/split/Register.vue,3363,margin-left,8px,True,[8.0]
src/views/auth/split/Register.vue,3409,margin-top,24px,True,[24.0]
src/views/auth/split/Register.vue,3421,padding-left,24px,True,[24.0]
src/views/auth/split/Register.vue,3571,margin-top,4px,True,[4.0]
src/views/auth/split/Register.vue,3583,padding,16px 0,True,[16.0]
src/views/auth/split/Register.vue,3591,padding,24px 16px,True,"[24.0, 16.0]"
src/views/auth/split/Register.vue,3593,margin,auto,,[]
src/views/auth/split/Register.vue,3601,margin-bottom,24px,True,[24.0]
